_id,name,salary,link,min_salary,max_salary,currency,source
5f84bd0d0f267e4e4693767a,Ведущий программист Python,"[""з/п не указана""]",https://hh.ru/vacancy/36618179?query=python,none,none,none,hhru
5f84bd0d0f267e4e4693767b,Python разработчик,"[""з/п не указана""]",https://hh.ru/vacancy/38923564?query=python,none,none,none,hhru
5f84bd0d0f267e4e4693767c,Python-разработчик,"[""з/п не указана""]",https://hh.ru/vacancy/39250971?query=python,none,none,none,hhru
5f84bd0d0f267e4e4693767d,Программист Python,"[""з/п не указана""]",https://hh.ru/vacancy/35870480?query=python,none,none,none,hhru
5f84bd0d0f267e4e4693767e,Senior Python developer,"[""з/п не указана""]",https://hh.ru/vacancy/39069567?query=python,none,none,none,hhru
5f84bd0d0f267e4e4693767f,Разработчик Python,"[""от "",""100 000"","" до "",""220 000"","" "",""руб."","" на руки""]",https://hh.ru/vacancy/39208460?query=python,100000,220000,руб.,hhru
5f84bd0d0f267e4e46937680,Разработчик Python,"[""з/п не указана""]",https://hh.ru/vacancy/39373266?query=python,none,none,none,hhru
5f84bd0d0f267e4e46937681,Python разработчик,"[""з/п не указана""]",https://hh.ru/vacancy/38728444?query=python,none,none,none,hhru
5f84bd0d0f267e4e46937682,QA Automation Engineer/Python (Центральные логистические системы),"[""з/п не указана""]",https://hh.ru/vacancy/32695277?query=python,none,none,none,hhru
5f84bd0d0f267e4e46937683,Junior Python Backend Developer,"[""з/п не указана""]",https://hh.ru/vacancy/39490646?query=python,none,none,none,hhru
5f84bd0d0f267e4e46937684,Младший python разработчик,"[""з/п не указана""]",https://hh.ru/vacancy/39714347?query=python,none,none,none,hhru
5f84bd0e0f267e4e46937685,Продуктовый аналитик,"[""з/п не указана""]",https://hh.ru/vacancy/39647670?query=python,none,none,none,hhru
5f84bd0e0f267e4e46937686,Server Developer ‎(World of Tanks Blitz),"[""з/п не указана""]",https://hh.ru/vacancy/39356467?query=python,none,none,none,hhru
5f84bd0e0f267e4e46937687,"FullStack Developer (Python, JS)","[""з/п не указана""]",https://hh.ru/vacancy/39377621?query=python,none,none,none,hhru
5f84bd0e0f267e4e46937688,DevOps/SRE (Big Data),"[""з/п не указана""]",https://hh.ru/vacancy/39646290?query=python,none,none,none,hhru
5f84bd0e0f267e4e46937689,"ETL - разработчик (Hadoop, Oracle)","[""з/п не указана""]",https://hh.ru/vacancy/39658751?query=python,none,none,none,hhru
5f84bd0e0f267e4e4693768a,Mobile DevOps Specialist,"[""з/п не указана""]",https://hh.ru/vacancy/39678864?query=python,none,none,none,hhru
5f84bd0e0f267e4e4693768b,Java/Scala-разработчик (Big Data),"[""з/п не указана""]",https://hh.ru/vacancy/39359538?query=python,none,none,none,hhru
5f84bd0e0f267e4e4693768c,Python developer for KernelCare project (Remote),"[""з/п не указана""]",https://hh.ru/vacancy/39757170?query=python,none,none,none,hhru
5f84bd0e0f267e4e4693768d,Data Engineer (Data Science),"[""з/п не указана""]",https://hh.ru/vacancy/39235811?query=python,none,none,none,hhru
5f84bd0e0f267e4e4693768e,Full-stack веб-программист python/javascript,"[""з/п не указана""]",https://hh.ru/vacancy/37566148?query=python,none,none,none,hhru
5f84bd0e0f267e4e4693768f,Python developer (Data Engineer),"[""з/п не указана""]",https://hh.ru/vacancy/33647219?query=python,none,none,none,hhru
5f84bd0e0f267e4e46937690,"Senior QA (auto, Python)","[""з/п не указана""]",https://hh.ru/vacancy/39344263?query=python,none,none,none,hhru
5f84bd0e0f267e4e46937691,QA/Автотестировщик (Python или C++),"[""з/п не указана""]",https://hh.ru/vacancy/38243204?query=python,none,none,none,hhru
